date,Adj Close,Close,High,Low,Open,Volume
2026-01-19 12:00:00+00:00,92996.1953125,92996.1953125,93153.4375,92969.1953125,93136.5390625,975622144
2026-01-19 13:00:00+00:00,92964.34375,92964.34375,93071.46875,92829.953125,93013.1015625,194220032
2026-01-19 14:00:00+00:00,92768.84375,92768.84375,92976.765625,92677.9453125,92974.21875,0
2026-01-19 15:00:00+00:00,93022.8125,93022.8125,93022.8125,92776.3125,92776.3125,568815616
2026-01-19 16:00:00+00:00,93298.6640625,93298.6640625,93320.265625,92965.234375,93003.4296875,601255936
2026-01-19 17:00:00+00:00,93182.34375,93182.34375,93345.34375,93100.703125,93273.6015625,543985664
2026-01-19 18:00:00+00:00,93003.1875,93003.1875,93207.0390625,92884.6015625,93184.4609375,0
2026-01-19 19:00:00+00:00,93079.109375,93079.109375,93095.921875,92976.734375,93002.796875,0
2026-01-19 20:00:00+00:00,93091.734375,93091.734375,93215.546875,93048.0078125,93067.625,107687936
2026-01-19 21:00:00+00:00,92975.2578125,92975.2578125,93249.3515625,92955.578125,93077.25,351973376
2026-01-19 22:00:00+00:00,92570.8125,92570.8125,92976.5703125,92570.8125,92968.515625,332480512
2026-01-19 23:00:00+00:00,92548.5,92548.5,92643.53125,92152.296875,92516.0859375,0
2026-01-20 00:00:00+00:00,92606.875,92606.875,92796.171875,92300.734375,92583.640625,0
2026-01-20 01:00:00+00:00,92757.5,92757.5,92797.2109375,92490.6171875,92637.40625,0
2026-01-20 02:00:00+00:00,92464.546875,92464.546875,92645.9296875,92335.1796875,92645.9296875,0
2026-01-20 03:00:00+00:00,92357.453125,92357.453125,92540.9296875,92217.1171875,92540.9296875,0
2026-01-20 04:00:00+00:00,91954.4921875,91954.4921875,92385.4921875,91954.4921875,92367.1171875,0
2026-01-20 05:00:00+00:00,91604.171875,91604.171875,91988.40625,91332.03125,91988.40625,2795505664
2026-01-20 06:00:00+00:00,90770.21875,90770.21875,91556.8984375,90714.109375,91556.8984375,2230145024
2026-01-20 07:00:00+00:00,91076.8671875,91076.8671875,91197.2421875,90816.7578125,90816.7578125,579307520
2026-01-20 08:00:00+00:00,90998.25,90998.25,91141.125,90623.09375,91083.25,499728384
2026-01-20 09:00:00+00:00,90938.984375,90938.984375,90998.7265625,90828.7578125,90998.7265625,0
2026-01-20 10:00:00+00:00,91184.6796875,91184.6796875,91188.875,90900.21875,90931.65625,0
2026-01-20 11:00:00+00:00,91146.7578125,91146.7578125,91334.3828125,91146.7578125,91176.0,165572608
2026-01-20 12:00:00+00:00,91195.4375,91195.4375,91205.4296875,90981.8515625,91131.4609375,276025344
2026-01-20 13:00:00+00:00,90871.96875,90871.96875,91199.3203125,90772.796875,91192.8125,484593664
2026-01-20 14:00:00+00:00,90583.90625,90583.90625,91273.8984375,90302.3515625,90869.0625,2314514432
2026-01-20 15:00:00+00:00,90429.4609375,90429.4609375,90670.4375,89835.34375,90461.1796875,3672580096
2026-01-20 16:00:00+00:00,90095.3359375,90095.3359375,90856.9453125,89990.1484375,90583.625,1268162560
2026-01-20 17:00:00+00:00,89671.7265625,89671.7265625,90372.078125,89424.9375,90072.9609375,2078396416
2026-01-20 18:00:00+00:00,89393.78125,89393.78125,89815.71875,89311.7578125,89675.8359375,1880948736
2026-01-20 19:00:00+00:00,89597.7265625,89597.7265625,89651.1484375,89193.546875,89387.1328125,1656410112
2026-01-20 20:00:00+00:00,89504.59375,89504.59375,89697.8359375,89297.7109375,89600.03125,1510215680
2026-01-20 21:00:00+00:00,89416.03125,89416.03125,89699.453125,89311.140625,89588.1484375,583491584
2026-01-20 22:00:00+00:00,88411.828125,88411.828125,89511.6328125,87954.25,89405.296875,2148122624
2026-01-20 23:00:00+00:00,88339.6171875,88339.6171875,88405.0390625,87828.9140625,88405.0390625,0
2026-01-21 00:00:00+00:00,88816.96875,88816.96875,88844.9375,88163.0546875,88321.28125,2648227840
2026-01-21 01:00:00+00:00,88909.5859375,88909.5859375,89033.203125,88764.1640625,88814.421875,280936448
2026-01-21 02:00:00+00:00,88958.2265625,88958.2265625,89198.4609375,88881.53125,88912.34375,866316288
2026-01-21 03:00:00+00:00,89315.8828125,89315.8828125,89455.671875,88940.71875,88940.71875,185372672
2026-01-21 04:00:00+00:00,89352.0078125,89352.0078125,89503.46875,89256.34375,89315.8828125,587218944
2026-01-21 05:00:00+00:00,89813.7734375,89813.7734375,89972.5234375,89335.65625,89335.65625,0
2026-01-21 06:00:00+00:00,89527.296875,89527.296875,89842.734375,89409.96875,89842.734375,0
2026-01-21 07:00:00+00:00,89049.6171875,89049.6171875,89638.125,88987.125,89542.9375,22372352
2026-01-21 08:00:00+00:00,89101.4921875,89101.4921875,89260.765625,88894.2578125,89112.140625,0
2026-01-21 09:00:00+00:00,88984.3203125,88984.3203125,89381.4921875,88984.3203125,89096.578125,0
2026-01-21 10:00:00+00:00,89175.625,89175.625,89283.7578125,89008.3359375,89008.3984375,103473152
2026-01-21 11:00:00+00:00,88687.1328125,88687.1328125,89274.3046875,88652.5859375,89158.875,0
2026-01-21 12:00:00+00:00,88647.78125,88647.78125,88726.515625,88190.734375,88694.875,2625662976
2026-01-21 13:00:00+00:00,88700.5,88700.5,88919.2109375,88505.4296875,88655.0546875,0
2026-01-21 14:00:00+00:00,89829.578125,89829.578125,89869.4609375,88549.03125,88599.59375,2650615808
2026-01-21 15:00:00+00:00,90238.5859375,90238.5859375,90412.0625,89721.328125,89722.8828125,0
2026-01-21 16:00:00+00:00,87585.9921875,87585.9921875,90231.1484375,87585.9921875,90192.3828125,340979712
2026-01-21 17:00:00+00:00,87895.9296875,87895.9296875,87927.9921875,87240.59375,87527.5546875,3013287936
2026-01-21 18:00:00+00:00,88377.2890625,88377.2890625,88505.5859375,87563.40625,87872.296875,635789312
2026-01-21 19:00:00+00:00,90246.1328125,90246.1328125,90284.2578125,88222.90625,88390.3046875,2162290688
2026-01-21 20:00:00+00:00,90090.5546875,90090.5546875,90271.765625,89400.9765625,90271.765625,691843072
2026-01-21 21:00:00+00:00,90194.1328125,90194.1328125,90232.65625,89955.09375,90095.609375,347852800
2026-01-21 22:00:00+00:00,89782.7421875,89782.7421875,90309.03125,89779.609375,90171.5859375,0
2026-01-21 23:00:00+00:00,89368.671875,89368.671875,90118.4921875,89306.90625,89735.8671875,0
2026-01-22 00:00:00+00:00,89814.7421875,89814.7421875,89931.953125,89372.4296875,89372.4296875,0
2026-01-22 01:00:00+00:00,90045.375,90045.375,90078.8984375,89772.5625,89823.671875,0
2026-01-22 02:00:00+00:00,89860.421875,89860.421875,90254.0546875,89786.90625,90030.71875,0
2026-01-22 03:00:00+00:00,89806.5078125,89806.5078125,90058.765625,89649.703125,89857.9296875,0
2026-01-22 04:00:00+00:00,89961.8203125,89961.8203125,89975.3671875,89745.5078125,89799.9140625,0
2026-01-22 05:00:00+00:00,89859.625,89859.625,89974.5625,89843.46875,89928.8828125,0
2026-01-22 06:00:00+00:00,90108.515625,90108.515625,90115.2890625,89823.6484375,89937.40625,0
2026-01-22 07:00:00+00:00,89713.28125,89713.28125,90104.0390625,89713.28125,90085.953125,0
2026-01-22 08:00:00+00:00,89823.0078125,89823.0078125,89868.625,89688.9609375,89737.8359375,0
2026-01-22 09:00:00+00:00,89947.0625,89947.0625,90042.640625,89820.1171875,89823.6015625,0
2026-01-22 10:00:00+00:00,90011.8125,90011.8125,90013.328125,89884.875,89947.3203125,991895552
2026-01-22 11:00:00+00:00,89853.8828125,89853.8828125,90053.109375,89825.8671875,90005.0859375,0
2026-01-22 12:00:00+00:00,89935.0,89935.0,89985.984375,89803.6484375,89853.265625,0
2026-01-22 13:00:00+00:00,89521.828125,89521.828125,90220.1015625,89424.3359375,89943.90625,94830592
2026-01-22 14:00:00+00:00,89121.171875,89121.171875,89596.09375,89056.0546875,89534.890625,0
2026-01-22 15:00:00+00:00,88943.0234375,88943.0234375,89265.7109375,88438.4453125,89030.96875,16252928
2026-01-22 16:00:00+00:00,88906.21875,88906.21875,89120.75,88648.4296875,88937.2578125,0
2026-01-22 17:00:00+00:00,89447.0625,89447.0625,89447.0625,88946.9453125,88946.9453125,0
2026-01-22 18:00:00+00:00,89221.640625,89221.640625,89672.359375,89221.640625,89484.3203125,0
2026-01-22 19:00:00+00:00,89729.1796875,89729.1796875,89809.1328125,89074.765625,89236.59375,0
2026-01-22 20:00:00+00:00,89373.109375,89373.109375,89835.3984375,89358.2734375,89704.7109375,0
2026-01-22 21:00:00+00:00,89166.453125,89166.453125,89555.8828125,89166.453125,89481.0390625,0
2026-01-22 22:00:00+00:00,89252.34375,89252.34375,89432.0625,89098.59375,89170.6953125,0
2026-01-22 23:00:00+00:00,89462.078125,89462.078125,89478.9140625,89086.1484375,89197.2890625,0
2026-01-23 00:00:00+00:00,89503.7421875,89503.7421875,89536.5859375,89362.640625,89460.1953125,0
2026-01-23 01:00:00+00:00,89823.1796875,89823.1796875,89823.1796875,89464.34375,89464.34375,0
2026-01-23 02:00:00+00:00,89567.625,89567.625,89849.0390625,89562.15625,89819.3984375,0
2026-01-23 03:00:00+00:00,89806.8046875,89806.8046875,89809.9609375,89558.8359375,89564.484375,0
2026-01-23 04:00:00+00:00,89896.5625,89896.5625,89924.640625,89786.2421875,89816.9921875,569004032
2026-01-23 05:00:00+00:00,89495.859375,89495.859375,89873.828125,89412.8671875,89873.828125,0
2026-01-23 06:00:00+00:00,89394.3515625,89394.3515625,89672.78125,89346.40625,89514.6640625,211247104
2026-01-23 07:00:00+00:00,89438.1640625,89438.1640625,89566.390625,89381.0859375,89390.765625,713007104
2026-01-23 08:00:00+00:00,89134.0390625,89134.0390625,89492.421875,89068.359375,89440.5234375,425525248
2026-01-23 09:00:00+00:00,88848.1875,88848.1875,89245.515625,88804.515625,89128.2265625,833204224
2026-01-23 10:00:00+00:00,88907.9609375,88907.9609375,89002.046875,88794.5859375,88856.9140625,0
2026-01-23 11:00:00+00:00,89056.578125,89056.578125,89201.5546875,88888.203125,88925.7421875,274743296
2026-01-23 12:00:00+00:00,89177.328125,89177.328125,89240.4375,88971.203125,89088.9609375,0
2026-01-23 13:00:00+00:00,89222.6328125,89222.6328125,89326.21875,89122.0234375,89153.296875,0
2026-01-23 14:00:00+00:00,88899.03125,88899.03125,89575.2578125,88616.1015625,89238.3671875,95121408
2026-01-23 15:00:00+00:00,89529.734375,89529.734375,89732.8203125,88585.921875,88900.2109375,0
2026-01-23 16:00:00+00:00,90003.8515625,90003.8515625,90334.65625,89420.1796875,89636.40625,0
2026-01-23 17:00:00+00:00,90490.875,90490.875,91088.8125,89881.375,90031.8203125,1752940544
2026-01-23 18:00:00+00:00,90460.0703125,90460.0703125,90912.9140625,90394.4921875,90484.453125,1016676352
2026-01-23 19:00:00+00:00,89854.390625,89854.390625,90425.8125,89612.3515625,90425.8125,1029402624
2026-01-23 20:00:00+00:00,89444.8828125,89444.8828125,90018.3828125,89199.8984375,89867.703125,0
2026-01-23 21:00:00+00:00,89228.5703125,89228.5703125,89561.796875,89228.5703125,89372.0,1192067072
2026-01-23 22:00:00+00:00,89534.2421875,89534.2421875,89621.8984375,89237.75,89237.75,72814592
2026-01-23 23:00:00+00:00,89501.625,89501.625,89516.6328125,89381.484375,89516.6328125,0
2026-01-24 00:00:00+00:00,89347.3515625,89347.3515625,89508.328125,89305.03125,89487.0,0
2026-01-24 01:00:00+00:00,89415.65625,89415.65625,89470.703125,89334.5625,89340.84375,0
2026-01-24 02:00:00+00:00,89582.09375,89582.09375,89582.09375,89429.53125,89429.53125,0
2026-01-24 03:00:00+00:00,89647.421875,89647.421875,89795.78125,89562.6328125,89576.2109375,0
2026-01-24 04:00:00+00:00,89720.5859375,89720.5859375,89720.5859375,89584.6953125,89644.4140625,0
2026-01-24 05:00:00+00:00,89658.796875,89658.796875,89730.140625,89633.890625,89717.6953125,0
2026-01-24 06:00:00+00:00,89512.5078125,89512.5078125,89669.1015625,89512.5078125,89669.1015625,0
2026-01-24 07:00:00+00:00,89471.3125,89471.3125,89537.125,89442.890625,89516.6640625,0
2026-01-24 08:00:00+00:00,89534.7734375,89534.7734375,89543.7578125,89458.421875,89480.171875,0
2026-01-24 09:00:00+00:00,89462.7734375,89462.7734375,89525.7578125,89453.6484375,89516.2421875,0
2026-01-24 10:00:00+00:00,89492.6015625,89492.6015625,89513.7890625,89453.5078125,89461.9140625,0
2026-01-24 11:00:00+00:00,89463.234375,89463.234375,89519.328125,89463.234375,89491.9296875,0
2026-01-24 12:00:00+00:00,89398.375,89398.375,89460.1015625,89355.953125,89460.1015625,0
2026-01-24 13:00:00+00:00,89398.90625,89398.90625,89416.375,89385.890625,89393.078125,0
2026-01-24 14:00:00+00:00,89323.2109375,89323.2109375,89383.796875,89119.8203125,89331.703125,0
2026-01-24 15:00:00+00:00,89143.34375,89143.34375,89348.3515625,89143.34375,89317.1796875,0
2026-01-24 16:00:00+00:00,89149.1015625,89149.1015625,89208.7265625,89049.9609375,89147.7734375,0
2026-01-24 17:00:00+00:00,89246.3828125,89246.3828125,89270.4765625,89138.515625,89138.515625,0
2026-01-24 18:00:00+00:00,89258.7265625,89258.7265625,89324.7890625,89240.2578125,89246.4375,0
2026-01-24 19:00:00+00:00,89193.1484375,89193.1484375,89259.265625,89141.328125,89259.265625,0
2026-01-24 20:00:00+00:00,89243.9609375,89243.9609375,89258.5625,89188.1796875,89195.15625,0
2026-01-24 21:00:00+00:00,89243.8359375,89243.8359375,89243.8359375,89137.8515625,89241.6875,0
2026-01-24 22:00:00+00:00,89261.984375,89261.984375,89340.9296875,89178.390625,89261.71875,0
2026-01-24 23:00:00+00:00,89155.0703125,89155.0703125,89331.640625,89155.0703125,89291.421875,0
2026-01-25 00:00:00+00:00,89154.3671875,89154.3671875,89158.3828125,89053.7734375,89095.46875,4557824
2026-01-25 01:00:00+00:00,89032.7421875,89032.7421875,89186.140625,88991.484375,89168.0859375,0
2026-01-25 02:00:00+00:00,89003.84375,89003.84375,89103.859375,89003.84375,89035.7578125,0
2026-01-25 03:00:00+00:00,88839.1171875,88839.1171875,89038.59375,88717.078125,89002.734375,219425792
2026-01-25 04:00:00+00:00,88923.28125,88923.28125,88953.1015625,88816.78125,88840.0625,354953216
2026-01-25 05:00:00+00:00,88862.65625,88862.65625,88907.3046875,88741.9375,88875.8671875,206692352
2026-01-25 06:00:00+00:00,88718.78125,88718.78125,88854.484375,88570.8671875,88854.484375,441782272
2026-01-25 07:00:00+00:00,88513.375,88513.375,88715.296875,88503.3671875,88715.296875,9151488
2026-01-25 08:00:00+00:00,88188.765625,88188.765625,88615.0078125,88088.53125,88521.5078125,758052864
2026-01-25 09:00:00+00:00,88263.265625,88263.265625,88350.4609375,88126.609375,88184.5625,121177088
2026-01-25 10:00:00+00:00,88512.4140625,88512.4140625,88525.4296875,88262.0703125,88262.796875,929459200
2026-01-25 11:00:00+00:00,88436.84375,88436.84375,88572.28125,88400.7734375,88516.390625,223760384
2026-01-25 12:00:00+00:00,88649.5859375,88649.5859375,88649.5859375,88319.828125,88440.3203125,260517888
2026-01-25 13:00:00+00:00,88787.1328125,88787.1328125,88833.125,88565.453125,88648.3515625,424740864
2026-01-25 14:00:00+00:00,88573.75,88573.75,88799.8046875,88513.5859375,88790.2109375,0
2026-01-25 15:00:00+00:00,88330.328125,88330.328125,88623.5390625,88274.546875,88580.6484375,198039552
2026-01-25 16:00:00+00:00,87969.25,87969.25,88332.8515625,87576.09375,88332.8515625,2697684992
2026-01-25 17:00:00+00:00,87718.25,87718.25,87963.1796875,87676.1328125,87963.1796875,1028018176
2026-01-25 18:00:00+00:00,87338.1875,87338.1875,87848.640625,86934.3046875,87744.3515625,3198857216
2026-01-25 19:00:00+00:00,86388.40625,86388.40625,87336.828125,86189.78125,87296.2109375,3238873088
2026-01-25 20:00:00+00:00,86552.375,86552.375,86552.375,86166.2734375,86402.265625,1958035456
2026-01-25 21:00:00+00:00,86517.0625,86517.0625,86884.3515625,86432.734375,86549.4609375,1676402688
2026-01-25 22:00:00+00:00,86441.5546875,86441.5546875,86545.5859375,86149.046875,86491.2890625,1653880832
2026-01-25 23:00:00+00:00,86557.3828125,86557.3828125,86677.3828125,86003.7109375,86442.28125,2192750592
2026-01-26 00:00:00+00:00,86734.3203125,86734.3203125,86999.71875,86433.8046875,86577.5859375,1140068352
2026-01-26 01:00:00+00:00,87514.0234375,87514.0234375,87664.5078125,86740.9609375,86759.3828125,2153881600
2026-01-26 02:00:00+00:00,87437.140625,87437.140625,87847.46875,87352.5,87568.5625,1271566336
2026-01-26 03:00:00+00:00,87120.2421875,87120.2421875,87542.3515625,86984.6484375,87433.46875,1440399360
2026-01-26 04:00:00+00:00,87605.3515625,87605.3515625,87800.7734375,87137.65625,87137.65625,1402601472
2026-01-26 05:00:00+00:00,87760.015625,87760.015625,87809.5,87571.9609375,87617.15625,990195712
2026-01-26 06:00:00+00:00,87838.7421875,87838.7421875,87898.359375,87645.0703125,87744.078125,812916736
2026-01-26 07:00:00+00:00,87904.1171875,87904.1171875,87938.8515625,87623.5,87800.7578125,1503031296
2026-01-26 08:00:00+00:00,87884.3984375,87884.3984375,88138.546875,87779.0234375,87896.6328125,174665728
2026-01-26 09:00:00+00:00,87551.1015625,87551.1015625,87879.421875,87519.9453125,87879.421875,351358976
2026-01-26 10:00:00+00:00,87806.640625,87806.640625,87848.1640625,87562.953125,87562.953125,374571008
2026-01-26 11:00:00+00:00,87761.484375,87761.484375,87886.2890625,87689.328125,87803.171875,0
2026-01-26 12:00:00+00:00,87709.390625,87709.390625,87880.4921875,87655.9140625,87757.75,210690048
2026-01-26 13:00:00+00:00,87878.0546875,87878.0546875,87943.046875,87638.09375,87711.5703125,793583616
2026-01-26 14:00:00+00:00,88120.7109375,88120.7109375,88310.1171875,87384.1640625,87872.265625,2734944256
2026-01-26 15:00:00+00:00,87579.9296875,87579.9296875,88715.4921875,87328.375,88153.3359375,3291828224
2026-01-26 16:00:00+00:00,87546.7421875,87546.7421875,87844.15625,87160.7734375,87553.265625,0
2026-01-26 17:00:00+00:00,87593.140625,87593.140625,87673.6640625,87025.0546875,87539.296875,103497728
2026-01-26 18:00:00+00:00,88264.78125,88264.78125,88264.78125,87606.25,87606.25,0
2026-01-26 19:00:00+00:00,87919.96875,87919.96875,88419.7578125,87873.0625,88313.21875,0
2026-01-26 20:00:00+00:00,87495.5859375,87495.5859375,88021.421875,87453.5859375,87912.3046875,0
2026-01-26 21:00:00+00:00,87966.7734375,87966.7734375,88124.8828125,87497.1875,87512.546875,0
2026-01-26 22:00:00+00:00,88040.0546875,88040.0546875,88165.890625,87917.3984375,87976.3984375,0
2026-01-26 23:00:00+00:00,88307.9375,88307.9375,88548.1875,87960.3828125,88011.03125,0
2026-01-27 00:00:00+00:00,88248.3046875,88248.3046875,88333.46875,88111.0,88190.84375,0
2026-01-27 01:00:00+00:00,88462.6171875,88462.6171875,88575.6796875,88102.9921875,88255.828125,0
2026-01-27 02:00:00+00:00,88681.78125,88681.78125,88722.390625,88464.9296875,88464.9296875,0
2026-01-27 03:00:00+00:00,88640.9453125,88640.9453125,88759.0,88502.2421875,88714.0234375,0
2026-01-27 04:00:00+00:00,88478.6328125,88478.6328125,88813.1328125,88435.46875,88643.2578125,0
2026-01-27 05:00:00+00:00,88341.765625,88341.765625,88481.1015625,88293.109375,88473.484375,0
2026-01-27 06:00:00+00:00,88206.984375,88206.984375,88406.7734375,88173.7265625,88338.7421875,0
2026-01-27 07:00:00+00:00,88205.3828125,88205.3828125,88453.859375,88205.3828125,88216.6875,0
2026-01-27 08:00:00+00:00,88073.9609375,88073.9609375,88276.5,88018.1015625,88216.96875,0
2026-01-27 09:00:00+00:00,87771.40625,87771.40625,88053.5078125,87771.109375,88053.5078125,0
2026-01-27 10:00:00+00:00,87654.546875,87654.546875,87928.8828125,87652.4375,87770.828125,267079680
2026-01-27 11:00:00+00:00,87900.7734375,87900.7734375,87956.796875,87660.1328125,87684.75,367038464
2026-01-27 12:00:00+00:00,87845.5859375,87845.5859375,88022.484375,87829.5546875,87884.34375,393248768
2026-01-27 13:00:00+00:00,87846.5546875,87846.5546875,87946.8515625,87691.859375,87866.1953125,0
2026-01-27 14:00:00+00:00,87643.46875,87643.46875,88267.328125,87544.734375,87855.3671875,0
2026-01-27 15:00:00+00:00,87908.796875,87908.796875,88010.1796875,87517.875,87610.390625,0
2026-01-27 16:00:00+00:00,88541.4921875,88541.4921875,88671.171875,87902.3671875,87919.828125,985309184
2026-01-27 17:00:00+00:00,87426.1796875,87426.1796875,88542.5625,87268.1953125,88527.1796875,262320128
